,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date
225,103178,INF209K01785,-,Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan,113.5203,2025-07-04
226,124832,INF209KA1KT0,-,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW,10.7516,2025-07-04
227,119532,INF209K01N90,INF209KA1KU8,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW,12.9326,2025-07-04
228,124833,INF209KA1KS2,-,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW,12.0755,2025-07-04
229,103183,INF209K01983,INF209K01DL8,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW,12.7335,2025-07-04
231,141586,INF846K01ZN6,-,Axis Corporate Bond Fund - Direct Plan - Daily IDCW,10.2348,2025-07-04
232,141590,INF846K01ZQ9,INF846K01ZR7,Axis Corporate Bond Fund - Direct Plan - Monthly IDCW,10.2228,2025-07-04
233,141591,INF846K01ZS5,INF846K01ZT3,Axis Corporate Bond Fund - Direct Plan - Regular IDCW,14.2003,2025-07-04
234,141587,INF846K01ZO4,INF846K01ZP1,Axis Corporate Bond Fund - Direct Plan - Weekly IDCW,10.3927,2025-07-04
235,141588,INF846K01ZM8,-,Axis Corporate Bond Fund - Direct Plan Growth,18.2019,2025-07-04
236,141589,INF846K01ZV9,-,Axis Corporate Bond Fund - Regular Plan - Daily IDCW,10.2347,2025-07-04
237,141594,INF846K01ZY3,INF846K01ZZ0,Axis Corporate Bond Fund - Regular Plan - Monthly IDCW,10.2179,2025-07-04
238,141595,INF846K01A03,INF846K01A11,Axis Corporate Bond Fund - Regular Plan - Regular IDCW,13.2871,2025-07-04
239,141592,INF846K01ZW7,INF846K01ZX5,Axis Corporate Bond Fund - Regular Plan - Weekly IDCW,10.2555,2025-07-04
240,141593,INF846K01ZU1,-,Axis Corporate Bond Fund - Regular Plan Growth,17.1975,2025-07-04
242,139201,INF194KA1T34,INF194KA1T42,BANDHAN Corporate Bond Fund - Direct Annual IDCW,10.5777,2025-07-04
243,135916,INF194KA1M23,-,BANDHAN Corporate Bond Fund - Direct Growth,19.9321,2025-07-04
244,139200,INF194KA1T00,INF194KA1T18,BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW,11.8806,2025-07-04
245,139198,INF194KA1S43,INF194KA1S50,BANDHAN Corporate Bond Fund - Direct Monthly IDCW,10.3736,2025-07-04
246,135917,INF194KA1M31,INF194KA1M49,BANDHAN Corporate Bond Fund - Direct Periodic IDCW,13.2236,2025-07-04
247,139199,INF194KA1S76,INF194KA1S84,BANDHAN Corporate Bond Fund - Direct Quarterly IDCW,10.6049,2025-07-04
248,139204,INF194KA1S19,INF194KA1S27,BANDHAN Corporate Bond Fund - Regular Annual IDCW,10.5619,2025-07-04
249,135914,INF194KA1L81,-,BANDHAN Corporate Bond Fund - Regular Growth,19.3562,2025-07-04
250,139203,INF194KA1R85,INF194KA1R93,BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW,11.249,2025-07-04
251,139202,INF194KA1R28,INF194KA1R36,BANDHAN Corporate Bond Fund - Regular Monthly IDCW,10.6273,2025-07-04
252,135915,INF194KA1L99,INF194KA1M07,BANDHAN Corporate Bond Fund - Regular Periodic IDCW,13.0486,2025-07-04
253,139205,INF194KA1R51,INF194KA1R69,BANDHAN Corporate Bond Fund - Regular Quarterly IDCW,10.6418,2025-07-04
255,150230,INF251K01EN4,INF251K01EO2,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option,11.5358,2025-07-04
256,150229,INF251K01EI4,-,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option,32.0471,2025-07-04
257,150231,INF251K01EJ2,INF251K01EK0,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option,10.4857,2025-07-04
258,150228,INF251K01EL8,INF251K01EM6,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option,10.4782,2025-07-04
259,150236,INF251K01GU4,INF251K01GV2,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option,11.7781,2025-07-04
260,150237,INF251K01GP4,-,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,29.384,2025-07-04
261,150238,INF251K01GQ2,INF251K01GR0,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option,10.6525,2025-07-04
262,150239,INF251K01GS8,INF251K01GT6,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option,10.6898,2025-07-04
263,150233,INF251K01EU9,INF251K01EV7,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,11.4612,2025-07-04
264,150235,INF251K01EP9,-,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,27.6884,2025-07-04
265,150234,INF251K01EQ7,INF251K01ER5,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,10.5265,2025-07-04
266,150232,INF251K01ES3,INF251K01ET1,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,10.4991,2025-07-04
268,126685,INF760K01HB2,-,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,23.3639,2025-07-04
269,126686,INF760K01HC0,INF760K01HD8,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),12.442,2025-07-04
270,126687,INF760K01GY6,-,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,21.8055,2025-07-04
271,126688,INF760K01GZ3,INF760K01HA4,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),11.6286,2025-07-04
273,144646,INF740KA1KE8,-,DSP Corporate Bond Fund - Direct - Growth,16.3239,2025-07-04
274,144647,INF740KA1KF5,INF740KA1KG3,DSP Corporate Bond Fund - Direct - IDCW,11.5434,2025-07-04
275,144651,INF740KA1KH1,INF740KA1KI9,DSP Corporate Bond Fund - Direct - IDCW - Monthly,10.591,2025-07-04
276,144648,INF740KA1KJ7,INF740KA1KK5,DSP Corporate Bond Fund - Direct - IDCW - Quarterly ,11.3365,2025-07-04
277,144644,INF740KA1JX0,-,DSP Corporate Bond Fund - Regular - Growth,16.0439,2025-07-04
278,144650,INF740KA1JY8,INF740KA1JZ5,DSP Corporate Bond Fund - Regular - IDCW,11.5137,2025-07-04
279,144645,INF740KA1KA6,INF740KA1KB4,DSP Corporate Bond Fund - Regular - IDCW - Monthly,10.5679,2025-07-04
280,144649,INF740KA1KC2,INF740KA1KD0,DSP Corporate Bond Fund - Regular - IDCW - Quarterly ,10.6915,2025-07-04
282,119289,INF090I01KC0,-,Franklin India Corporate Debt Fund - Direct - Bonus,0.0,2015-05-08
283,118569,INF090I01FW8,-,Franklin India Corporate Debt Fund - Direct - GROWTH,108.4399,2025-07-04
284,100528,INF090I01DG6,-,Franklin India Corporate Debt Fund - Growth,100.1324,2025-07-04
285,100532,INF090I01DC5,-,Franklin India Corporate Debt Fund - Monthly Bonus,0.0,2015-06-08
286,100527,INF090I01DH4,INF090I01DI2,Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,17.0937,2025-07-04
287,118570,INF090I01FX6,INF090I01FY4,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,19.1945,2025-07-04
288,118573,INF090I01FU2,INF090I01FV0,Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW,15.2211,2025-07-04
289,118571,INF090I01FQ0,INF090I01FR8,Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW,17.3681,2025-07-04
290,118572,INF090I01FS6,INF090I01FT4,Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW,13.7853,2025-07-04
291,100531,INF090I01DN2,INF090I01DO0,Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,12.921,2025-07-04
292,100529,INF090I01DJ0,INF090I01DK8,Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,15.4414,2025-07-04
293,100530,INF090I01DL6,INF090I01DM4,Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,12.1081,2025-07-04
295,113070,INF179K01DC2,-,HDFC Corporate Bond Fund - Growth Option,32.7362,2025-07-04
296,118987,INF179K01XD8,-,HDFC Corporate Bond Fund - Growth Option - Direct Plan,33.4515,2025-07-04
297,132848,INF179KA1D33,INF179KA1D25,HDFC Corporate Bond Fund - IDCW Option,19.8175,2025-07-04
298,132849,INF179KA1D17,-,HDFC Corporate Bond Fund - IDCW Option - Direct Plan,20.4967,2025-07-04
299,113071,INF179K01DD0,INF179K01DE8,HDFC Corporate Bond Fund - Quarterly IDCW Option,10.4724,2025-07-04
300,118986,INF179K01XB2,INF179K01XC0,HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan,10.3689,2025-07-04
302,151000,INF917K01VZ8,INF917K01VY1,HSBC Corporate Bond Fund - Direct Annual IDCW,12.0593,2025-07-04
303,150996,INF917K01HN3,-,HSBC Corporate Bond Fund - Direct Growth,78.397,2025-07-04
304,150998,INF917K01HP8,INF917K01HO1,HSBC Corporate Bond Fund - Direct Quarterly IDCW,11.4915,2025-07-04
305,150997,INF917K01HR4,INF917K01HQ6,HSBC Corporate Bond Fund - Direct Semi Annual IDCW,20.4792,2025-07-04
306,151001,INF917K01WB7,INF917K01WA9,HSBC Corporate Bond Fund - Regular Annual IDCW,11.7996,2025-07-04
307,150992,INF917K01AH0,-,HSBC Corporate Bond Fund - Regular Growth,73.594,2025-07-04
308,150993,INF917K01AF4,INF917K01AG2,HSBC Corporate Bond Fund - Regular Quarterly IDCW,11.0869,2025-07-04
309,150994,INF917K01AI8,INF917K01AJ6,HSBC Corporate Bond Fund - Regular Semi Annual IDCW,17.1206,2025-07-04
310,150995,INF917K01AK4,-,HSBC Corporate Bond Fund -Regular Plan - Bonus,27.955,2025-07-04
312,130947,INF109KA1I84,-,ICICI Prudential Corporate Bond Fund - Bonus,14.9782,2020-04-24
313,111988,INF109K01CR9,-,ICICI Prudential Corporate Bond Fund - Daily IDCW,10.1065,2022-09-16
314,120695,INF109K013B8,-,ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW,10.1008,2022-09-16
315,120696,INF109K014B6,INF109K015B3,ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW,12.1669,2022-09-16
316,120692,INF109K016B1,-,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,31.4154,2025-07-04
317,131152,INF109KA1N38,INF109KA1N20,ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option,12.8827,2022-09-16
318,120697,INF109K017B9,INF109K018B7,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,10.2432,2025-07-04
319,120694,INF109K019B5,INF109K012C8,ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW,15.4131,2025-07-04
320,120693,INF109K010C2,INF109K011C0,ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW,10.2332,2022-09-16
321,111990,INF109K01SJ2,INF109K01CS7,ICICI Prudential Corporate Bond Fund - Fortnightly IDCW,10.2243,2022-09-16
322,111987,INF109K01CQ1,-,ICICI Prudential Corporate Bond Fund - Growth,29.991,2025-07-04
323,131151,INF109KA1N12,INF109KA1N04,ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option,12.6555,2022-09-16
324,111991,INF109K01SK0,INF109K01CT5,ICICI Prudential Corporate Bond Fund - Monthly IDCW,10.398,2025-07-04
325,111982,INF109K01CL2,-,ICICI Prudential Corporate Bond Fund - Premium Daily Dividend,10.0277,2020-04-24
326,111985,INF109K01CO6,-,ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend,10.077,2015-08-04
327,111989,INF109K01SL8,INF109K01SM6,ICICI Prudential Corporate Bond Fund - Weekly IDCW,10.304,2022-09-16
328,111992,INF109K01SN4,INF109K01SO2,ICICI Prudential Corporate Bond Fund -Quarterly IDCW,11.1431,2025-07-04
329,111976,INF109K01CF4,-,ICICI Prudential Corporate Bond Fund Retail Daily Dividend,10.0275,2020-04-24
330,111978,INF109K01SF0,INF109K01CH0,ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend,10.3041,2020-04-24
331,111972,INF109K01CE7,-,ICICI Prudential Corporate Bond Fund Retail Growth,22.7853,2020-04-24
332,111979,INF109K01QM0,INF109K01CI8,ICICI Prudential Corporate Bond Fund Retail Monthly Dividend,10.3008,2020-04-24
333,111980,INF109K01FQ4,INF109K01CJ6,ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend,10.9335,2020-04-24
334,111977,INF109K01SE3,INF109K01CG2,ICICI Prudential Corporate Bond Fund Retail Weekly Dividend,10.2202,2020-04-24
336,106179,INF205K01QX3,INF205K01QY1,Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment),1976.3921,2025-07-04
337,120500,INF205K01RA9,INF205K01RB7,Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),1263.2459,2025-07-04
338,120499,INF205K01RD3,INF205K01RE1,Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),3430.5713,2025-07-04
339,120497,INF205K01RF8,-,Invesco India Corporate Bond Fund - Direct Plan - Growth,3429.4919,2025-07-04
340,120496,INF205K01RG6,INF205K01RH4,Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1258.4925,2025-07-04
341,120501,INF205K01RI2,INF205K01RJ0,Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment),1176.2743,2025-07-04
342,116109,INF205K01RK8,INF205K01RL6,Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment),3361.3631,2025-07-04
343,106177,INF205K01RM4,-,Invesco India Corporate Bond Fund - Growth,3200.1381,2025-07-04
344,106171,INF205K01RN2,INF205K01RO0,Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment),1834.2132,2025-07-04
345,106172,INF205K01RP7,INF205K01RQ5,Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment),1170.6858,2025-07-04
347,133770,-,-,Kotak Coporate Bond Fund- Retail Plan-Growth Option,2034.9063,2016-10-21
348,133791,INF178L01BY0,-,Kotak Corporate Bond Fund- Direct Plan- Growth Option,3966.1118,2025-07-04
349,133792,INF178L01BZ7,-,Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option,1076.3823,2025-07-04
350,133772,INF178L01921,-,Kotak Corporate Bond Fund- Institutional Plan-Growth Option,2090.4924,2016-10-21
351,133782,INF178L01BO1,-,Kotak Corporate Bond Fund- Regular Plan-Growth Option,3798.3641,2025-07-04
352,133787,INF178L01BQ6,INF178L01BP8,Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option,1237.3601,2025-07-04
353,133777,INF178L01BR4,-,Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option,1066.6837,2017-09-15
354,133779,INF178L01855,-,Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option,1040.0538,2016-10-21
355,133771,INF178L01897,-,Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option,1052.3061,2016-10-21
356,133783,-,-,Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option,1052.6393,2016-10-21
357,133776,INF178L01BU8,-,Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option,1052.7994,2016-10-21
358,133786,-,INF178L01BT0 ,Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option,1202.9939,2016-10-21
360,148755,INF769K01HD9,-,Mirae Asset Corporate Bond Fund Direct Growth Plan,13.0843,2025-07-04
361,148756,INF769K01HC1,INF769K01HE7,Mirae Asset Corporate Bond Fund Direct IDCW,13.0814,2025-07-04
362,148757,INF769K01HA5,-,Mirae Asset Corporate Bond Fund Regular Growth,12.8378,2025-07-04
363,148758,INF769K01GZ4,INF769K01HB3,Mirae Asset Corporate Bond Fund Regular IDCW,12.8378,2025-07-04
365,109472,-,INF204K01EG7,NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option,17.0864,2025-07-04
366,118808,-,INF204K01C23,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option,17.0915,2025-07-04
367,125266,INF204KA1EO9,INF204KA1EP6,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option,20.0882,2025-07-04
368,118809,INF204K01C56,INF204K01C64,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option,11.8046,2025-07-04
369,118811,INF204K01C72,INF204K01C80,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option,12.1406,2025-07-04
370,118812,INF204K01C31,INF204K01C49,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option,17.1223,2025-07-04
371,118807,INF204K01D63,-,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,45.2611,2025-07-04
372,118814,INF204K01C15,-,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,63.3951,2025-07-04
373,100859,INF204KA12N8,-,Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,43.1451,2025-07-04
374,100856,INF204K01EF9,-,Nippon India Corporate Bond Fund - Growth Plan - Growth Option,60.411,2025-07-04
375,125267,INF204KA1EM3,INF204KA1EN1,NIPPON INDIA CORPORATE BOND FUND - IDCW Option,19.3541,2025-07-04
376,100857,INF204K01EJ1,INF204K01EK9,NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,11.675,2025-07-04
377,100858,INF204K01EL7,INF204K01EM5,NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,11.9867,2025-07-04
378,109473,INF204K01EH5,INF204K01EI3,NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,17.1218,2025-07-04
380,138317,INF223J01CY6,INF223J01CZ3,PGIM India Corporate Bond Fund - Annual Dividend,10.5563,2025-07-04
381,138329,INF223J01OM6,-,PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,16.2187,2025-07-04
382,138330,INF223J01OO2,-,PGIM India Corporate Bond Fund - Direct Plan - Growth,48.371,2025-07-04
383,138331,INF223J01OP9,-,PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend,15.0741,2025-07-04
384,138332,INF223J01OR5,INF223J01OS3,PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend,13.0439,2025-07-04
385,138318,INF223J01DB2,-,PGIM India Corporate Bond Fund - Growth,43.4223,2025-07-04
386,138316,INF223J01DC0,INF223J01DD8,PGIM India Corporate Bond Fund - Monthly Dividend,12.9493,2025-07-04
387,138323,INF223J01CQ2,-,PGIM India Corporate Bond Fund - Premium Plus Plan - Growth,21.588,2022-01-21
388,138315,INF223J01DE6,INF223J01DF3,PGIM India Corporate Bond Fund - Quarterly Dividend,11.5023,2025-07-04
389,138336,INF223J01WZ1,-,PGIM India Premier Bond Fund - Annual Bonus,24.9334,2016-08-01
390,138324,INF223J01DA4,-,PGIM India Premier Bond Fund - Bonus,15.226,2016-08-01
391,138333,INF223J01WG1,-,PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus,13.2164,2016-08-01
392,138334,INF223J01WF3,-,PGIM India Premier Bond Fund - Half-Yearly Bonus,13.5688,2019-05-24
394,146215,INF200KA1YR4,-,SBI Corporate Bond Fund - Direct Plan - Growth,16.0831,2025-07-04
395,146212,INF200KA1YS2,INF200KA1YT0,SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),15.1808,2025-07-04
396,146216,INF200KA1YU8,INF200KA1YV6,SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),15.635,2025-07-04
397,146207,INF200KA1YM5,-,SBI Corporate Bond Fund - Regular Plan - Growth,15.6107,2025-07-04
398,146208,INF200KA1YN3,INF200KA1YO1,SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),14.7326,2025-07-04
399,146210,INF200KA1YP8,INF200KA1YQ6,SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),15.1675,2025-07-04
401,119628,-,INF903J01PD9,Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),13.0091,2024-06-28
402,119621,INF903J01NR4,-,Sundaram Corporate Bond Fund Direct Plan - Growth,41.7907,2025-07-04
403,119624,INF903J01OW2,INF903J01OY8,Sundaram Corporate Bond Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),17.7706,2025-06-27
404,119622,INF903J01NS2,INF903J01NT0,Sundaram Corporate Bond Fund Direct Plan - Income Distribution cum Capital Withdrawal(IDCW),17.9673,2025-06-27
405,119631,INF903J01OX0,INF903J01OZ5,Sundaram Corporate Bond Fund Direct Plan -Income Distribution cum Capital Withdrawal (IDCW),18.5296,2025-06-27
406,119630,INF903J01NU8,INF903J01NV6,Sundaram Corporate Bond Fund Direct Plan-Income Distribution cum Capital Withdrawal(IDCW),20.0103,2025-07-04
407,100786,INF903J01HY2,INF903J01IC6,Sundaram Corporate Bond Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW ),19.3857,2025-07-04
408,100785,INF903J01HX4,INF903J01IB8,Sundaram Corporate Bond Fund Regular Plan -Income Distribution cum Capital Withdrawal(IDCW),16.9548,2025-06-27
409,100789,INF903J01HW6,-,Sundaram Corporate Bond Fund Regular Plan- Growth,40.4109,2025-07-04
410,100788,INF903J01IA0,INF903J01IE2,Sundaram Corporate Bond Fund Regular Plan- Income Distribution cum Capital Withdrawal (IDCW),17.9561,2025-06-27
411,100787,INF903J01HZ9,INF903J01ID4,Sundaram Corporate Bond Fund Regular Plan-Income Distribution cum Capital Withdrawal (IDCW),17.6302,2025-06-27
413,149361,INF277KA1224,-,Tata Corporate Bond Fund-Direct Plan-Growth,12.6943,2025-07-04
414,149364,INF277KA1240,-,Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout,12.6943,2025-07-04
415,149357,-,INF277KA1273,Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment,12.6943,2025-07-04
416,149355,INF277KA1232,-,Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout,12.6943,2025-07-04
417,149356,-,INF277KA1265,Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment,12.6943,2025-07-04
418,149362,INF277KA1257,-,Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout,12.6943,2025-07-04
419,149358,-,INF277KA1281,Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment,12.6943,2025-07-04
420,149351,INF277KA1299,-,Tata Corporate Bond Fund-Regular Plan-Growth,12.4377,2025-07-04
421,149353,INF277KA1315,-,Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout,12.4377,2025-07-04
422,149363,-,INF277KA1349,Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment,12.4377,2025-07-04
423,149360,INF277KA1307,-,Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout,12.4377,2025-07-04
424,149352,-,INF277KA1331,Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment,12.4377,2025-07-04
425,149354,INF277KA1323,-,Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout,12.4377,2025-07-04
426,149359,-,INF277KA1356,Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment,12.4377,2025-07-04
428,151320,INF0GCD01560,-,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH,1210.0289,2025-07-04
429,151321,INF0GCD01586,INF0GCD01578,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW,1163.5747,2025-07-04
